Date,GOLD,USDX
5/20/2014,"1,294.60",80.04
5/21/2014,"1,288.10",80.09
5/22/2014,"1,295.00",80.25
5/23/2014,"1,291.70",80.39
5/26/2014,"1,265.50",80.39
5/28/2014,"1,259.30",80.57
5/29/2014,"1,257.10",80.49
5/30/2014,"1,246.00",80.37
6/2/2014,"1,244.00",80.64
6/3/2014,"1,244.50",80.55
6/4/2014,"1,244.30",80.66
6/5/2014,"1,253.30",80.37
6/6/2014,"1,252.50",80.41
6/9/2014,"1,253.90",80.65
6/10/2014,"1,260.10",80.82
6/11/2014,"1,261.20",80.77
6/12/2014,"1,274.00",80.58
6/13/2014,"1,274.10",80.58
6/16/2014,"1,275.30",80.47
6/17/2014,"1,272.00",80.63
6/18/2014,"1,272.70",80.58
6/19/2014,"1,314.10",80.32
6/20/2014,"1,316.60",80.37
6/23/2014,"1,318.40",80.27
6/24/2014,"1,321.30",80.33
6/25/2014,"1,322.60",80.22
6/26/2014,"1,317.00",80.22
6/27/2014,"1,320.00",80.02
6/30/2014,"1,322.00",79.78
7/1/2014,"1,326.60",79.81
7/2/2014,"1,330.90",79.96
7/3/2014,"1,320.60",80.21
7/4/2014,"1,317.00",80.27
7/8/2014,"1,316.50",80.18
7/9/2014,"1,324.30",79.99
7/10/2014,"1,339.20",80.13
7/11/2014,"1,337.40",80.19
7/14/2014,"1,306.70",80.19
7/15/2014,"1,297.10",80.39
7/16/2014,"1,299.80",80.56
7/17/2014,"1,316.90",80.5
7/18/2014,"1,309.40",80.52
7/21/2014,"1,313.90",80.56
7/22/2014,"1,306.30",80.78
7/23/2014,"1,304.70",80.82
7/24/2014,"1,290.80",80.87
7/25/2014,"1,303.30",81.03
7/28/2014,"1,303.30",81.03
7/29/2014,"1,298.30",81.21
7/30/2014,"1,296.90",81.43
7/31/2014,"1,282.80",81.46
8/1/2014,"1,294.80",81.3
8/4/2014,"1,288.90",81.33
8/5/2014,"1,285.30",81.33
8/6/2014,"1,308.20",81.44
8/7/2014,"1,312.50",81.52
8/8/2014,"1,311.00",81.45
8/11/2014,"1,310.50",81.47
8/12/2014,"1,310.60",81.5
8/13/2014,"1,314.50",81.6
8/14/2014,"1,315.70",81.59
8/15/2014,"1,306.20",81.42
8/18/2014,"1,299.30",81.58
8/19/2014,"1,296.70",81.88
8/20/2014,"1,295.20",82.23
8/21/2014,"1,275.40",82.15
8/22/2014,"1,280.20",82.34
8/25/2014,"1,278.90",82.55
8/26/2014,"1,285.20",82.65
8/27/2014,"1,283.40",82.43
8/28/2014,"1,290.40",82.48
8/29/2014,"1,287.40",82.75
9/1/2014,"1,265.00",82.75
9/3/2014,"1,270.30",82.86
9/4/2014,"1,266.50",83.82
9/5/2014,"1,267.30",83.74
9/8/2014,"1,254.30",84.23
9/9/2014,"1,248.50",84.28
9/10/2014,"1,245.30",84.28
9/11/2014,"1,239.00",84.3
9/12/2014,"1,231.50",84.24
9/15/2014,"1,235.10",84.26
9/16/2014,"1,236.70",84.07
9/17/2014,"1,235.90",84.34
9/18/2014,"1,226.90",84.32
9/19/2014,"1,216.60",84.73
9/22/2014,"1,217.90",84.75
9/23/2014,"1,222.00",84.66
9/24/2014,"1,219.50",85.04
9/25/2014,"1,221.90",85.19
9/26/2014,"1,215.40",85.64
9/29/2014,"1,218.80",85.59
9/30/2014,"1,211.60",85.94
10/1/2014,"1,215.50",85.97
10/2/2014,"1,215.10",85.6
10/3/2014,"1,192.90",86.69
10/6/2014,"1,207.30",85.93
10/7/2014,"1,212.40",85.67
10/8/2014,"1,206.00",85.3
10/9/2014,"1,225.30",85.52
10/10/2014,"1,221.70",85.91
10/13/2014,"1,230.00",85.53
10/14/2014,"1,234.30",85.82
10/15/2014,"1,244.80",85.15
10/16/2014,"1,241.20",84.95
10/17/2014,"1,239.00",85.11
10/20/2014,"1,244.70",84.95
10/21/2014,"1,251.70",85.3
10/22/2014,"1,245.50",85.74
10/23/2014,"1,229.10",85.84
10/24/2014,"1,231.80",85.73
10/27/2014,"1,229.30",85.5
10/28/2014,"1,229.40",85.41
10/29/2014,"1,224.90",85.95
10/30/2014,"1,198.60",86.15
10/31/2014,"1,171.60",86.92
11/3/2014,"1,169.80",87.31
11/4/2014,"1,167.70",86.98
11/5/2014,"1,145.70",87.44
11/6/2014,"1,142.60",88.01
11/7/2014,"1,169.80",87.64
11/10/2014,"1,159.80",87.81
11/11/2014,"1,163.00",87.53
11/12/2014,"1,159.10",87.82
11/13/2014,"1,161.50",87.67
11/14/2014,"1,185.60",87.53
11/17/2014,"1,183.50",87.93
11/18/2014,"1,197.10",87.58
11/19/2014,"1,193.90",87.65
11/20/2014,"1,190.90",87.59
11/21/2014,"1,197.70",88.31
11/24/2014,"1,195.70",88.15
11/25/2014,"1,197.10",87.92
11/26/2014,"1,197.50",87.61
11/27/2014,"1,175.50",87.61
12/1/2014,"1,218.10",87.95
12/2/2014,"1,199.40",88.65
12/3/2014,"1,208.70",88.96
12/4/2014,"1,207.70",88.7
12/5/2014,"1,190.40",89.33
12/8/2014,"1,194.90",89.04
12/9/2014,"1,232.00",88.69
12/10/2014,"1,229.40",88.27
12/11/2014,"1,225.60",88.66
12/12/2014,"1,222.50",88.36
12/15/2014,"1,207.70",88.46
12/16/2014,"1,194.30",88.12
12/17/2014,"1,194.50",89.13
12/18/2014,"1,194.80",89.23
12/19/2014,"1,196.00",89.6
12/22/2014,"1,179.80",89.77
12/23/2014,"1,178.00",90.06
12/24/2014,"1,173.50",89.97
12/26/2014,"1,195.30",90.03
12/29/2014,"1,181.90",90.19
12/30/2014,"1,200.40",89.99
12/31/2014,"1,184.10",90.27
1/2/2015,"1,186.20",91.08
1/5/2015,"1,204.00",91.38
1/6/2015,"1,219.40",91.5
1/7/2015,"1,210.70",91.89
1/8/2015,"1,208.50",92.37
1/9/2015,"1,216.10",91.94
1/12/2015,"1,232.80",91.98
1/13/2015,"1,234.40",92.31
1/14/2015,"1,234.50",92.16
1/15/2015,"1,264.80",92.35
1/16/2015,"1,276.90",92.52
1/19/2015,"1,294.20",92.52
1/21/2015,"1,293.70",92.9
1/22/2015,"1,300.70",94.08
1/23/2015,"1,292.60",94.76
1/26/2015,"1,279.40",94.8
1/27/2015,"1,291.70",94.02
1/28/2015,"1,285.90",94.47
1/29/2015,"1,255.90",94.78
1/30/2015,"1,279.20",94.8
2/2/2015,"1,276.90",94.5
2/3/2015,"1,260.30",93.6
2/4/2015,"1,264.50",93.99
2/5/2015,"1,262.70",93.57
2/6/2015,"1,234.60",95.85
2/9/2015,"1,241.50",94.45
2/10/2015,"1,232.20",94.76
2/11/2015,"1,219.60",94.98
2/12/2015,"1,220.70",94.09
2/13/2015,"1,227.10",94.2
2/16/2015,"1,208.60",94.2
2/18/2015,"1,200.20",94.2
2/19/2015,"1,207.60",94.4
2/20/2015,"1,204.90",94.34
2/23/2015,"1,200.80",94.57
2/24/2015,"1,197.30",94.49
2/25/2015,"1,201.50",94.21
2/26/2015,"1,210.10",95.29
2/27/2015,"1,213.10",95.32
3/2/2015,"1,208.20",95.46
3/3/2015,"1,204.40",95.38
3/4/2015,"1,200.90",95.97
3/5/2015,"1,196.20",96.38
3/6/2015,"1,164.30",97.61
3/9/2015,"1,166.50",97.59
3/10/2015,"1,160.10",98.62
3/11/2015,"1,150.60",99.8
3/12/2015,"1,151.90",99.44
3/13/2015,"1,152.40",100.33
3/16/2015,"1,153.20",99.6
3/17/2015,"1,148.20",99.58
3/18/2015,"1,151.30",98.55
3/19/2015,"1,169.00",99.26
3/20/2015,"1,184.60",97.91
3/23/2015,"1,187.70",97.03
3/24/2015,"1,191.40",97.19
3/25/2015,"1,197.00",96.98
3/26/2015,"1,204.80",97.44
3/27/2015,"1,199.80",97.29
3/30/2015,"1,185.30",97.97
3/31/2015,"1,183.20",98.36
4/1/2015,"1,208.20",98.19
4/2/2015,"1,200.90",97.44
4/6/2015,"1,218.60",96.78
4/7/2015,"1,210.60",97.83
4/8/2015,"1,203.10",97.94
4/9/2015,"1,193.60",99.16
4/10/2015,"1,204.60",99.34
4/13/2015,"1,199.30",99.49
4/14/2015,"1,192.60",98.73
4/15/2015,"1,201.30",98.32
4/16/2015,"1,198.00",97.42
4/17/2015,"1,203.10",97.52
4/20/2015,"1,193.70",97.94
4/21/2015,"1,203.10",98
4/22/2015,"1,186.90",97.93
4/23/2015,"1,194.30",97.28
4/24/2015,"1,175.00",96.92
4/27/2015,"1,203.20",96.77
4/28/2015,"1,213.90",96.09
4/29/2015,"1,210.00",95.21
4/30/2015,"1,182.40",94.6
5/1/2015,"1,174.50",95.3
5/4/2015,"1,186.80",95.48
5/5/2015,"1,193.20",95.08
5/6/2015,"1,190.30",94.09
5/7/2015,"1,182.20",94.64
5/8/2015,"1,188.90",94.79
5/11/2015,"1,183.00",95.01
5/12/2015,"1,192.40",94.53
5/13/2015,"1,218.20",93.62
5/14/2015,"1,225.20",93.46
5/15/2015,"1,225.30",93.14
5/18/2015,"1,227.60",94.22
5/19/2015,"1,206.70",95.27
5/20/2015,"1,208.70",95.45
5/21/2015,"1,204.10",95.25
5/22/2015,"1,204.00",96.11
5/25/2015,"1,186.90",96.01
5/27/2015,"1,185.60",97.37
5/28/2015,"1,188.80",96.97
5/29/2015,"1,189.80",96.91
6/1/2015,"1,188.70",97.39
6/2/2015,"1,194.40",95.83
6/3/2015,"1,184.90",95.47
6/4/2015,"1,175.20",95.46
6/5/2015,"1,168.10",96.31
6/8/2015,"1,173.60",95.3
6/9/2015,"1,177.60",95.17
6/10/2015,"1,186.60",94.65
6/11/2015,"1,180.40",94.98
6/12/2015,"1,179.20",94.97
6/15/2015,"1,185.80",94.81
6/16/2015,"1,180.90",95
6/17/2015,"1,176.80",94.3
6/18/2015,"1,202.00",94.04
6/19/2015,"1,201.90",94.08
6/22/2015,"1,184.10",94.33
6/23/2015,"1,176.60",95.43
6/24/2015,"1,172.90",95.26
6/25/2015,"1,171.80",95.19
6/26/2015,"1,173.20",95.47
6/29/2015,"1,179.00",94.79
6/30/2015,"1,171.80",95.48
7/1/2015,"1,169.30",96.31
7/2/2015,"1,163.50",96.11
7/3/2015,"1,173.20",96.11
7/7/2015,"1,152.60",96.86
7/8/2015,"1,163.50",96.29
7/9/2015,"1,159.20",96.61
7/10/2015,"1,157.90",96.03
7/13/2015,"1,155.40",96.86
7/14/2015,"1,153.50",96.64
7/15/2015,"1,147.40",97.17
7/16/2015,"1,143.90",97.67
7/17/2015,"1,131.90",97.86
7/20/2015,"1,106.80",98.03
7/21/2015,"1,103.50",97.33
7/22/2015,"1,091.50",97.6
7/23/2015,"1,094.10",97.11
7/24/2015,"1,085.50",97.24
7/27/2015,"1,096.40",96.5
7/28/2015,"1,096.20",96.77
7/29/2015,"1,092.60",96.98
7/30/2015,"1,088.70",97.56
7/31/2015,"1,095.10",97.34
8/3/2015,"1,089.40",97.49
8/4/2015,"1,090.70",97.93
8/5/2015,"1,085.60",97.96
8/6/2015,"1,090.10",97.83
8/7/2015,"1,094.10",97.56
8/10/2015,"1,104.10",97.16
8/11/2015,"1,107.70",97.29
8/12/2015,"1,123.60",96.26
8/13/2015,"1,115.60",96.44
8/14/2015,"1,112.70",96.52
8/17/2015,"1,118.40",96.81
8/18/2015,"1,116.90",97.04
8/19/2015,"1,127.90",96.36
8/20/2015,"1,153.20",95.98
8/21/2015,"1,159.60",95.01
8/24/2015,"1,153.60",93.33
8/25/2015,"1,138.30",94.53
8/26/2015,"1,124.60",95.1
8/27/2015,"1,122.60",95.61
8/28/2015,"1,134.00",96.11
8/31/2015,"1,132.50",95.82
9/1/2015,"1,139.80",95.45
9/2/2015,"1,133.60",95.83
9/3/2015,"1,124.50",96.41
9/4/2015,"1,121.40",96.23
9/7/2015,"1,121.00",96.23
9/9/2015,"1,102.00",96.01
9/10/2015,"1,109.30",95.46
9/11/2015,"1,103.30",95.19
9/14/2015,"1,107.70",95.25
9/15/2015,"1,102.60",95.61
9/16/2015,"1,119.00",95.42
9/17/2015,"1,117.00",94.55
9/18/2015,"1,137.80",94.86
9/21/2015,"1,132.80",95.89
9/22/2015,"1,124.80",96.28
9/23/2015,"1,131.50",96.07
9/24/2015,"1,153.80",96.69
9/25/2015,"1,145.60",96.27
9/28/2015,"1,131.70",96.03
9/29/2015,"1,126.80",95.86
9/30/2015,"1,115.20",96.35
10/1/2015,"1,113.70",96.19
10/2/2015,"1,136.60",95.83
10/5/2015,"1,137.60",96.11
10/6/2015,"1,146.40",95.45
10/7/2015,"1,148.70",95.5
10/8/2015,"1,144.30",95.32
10/9/2015,"1,155.90",94.81
10/12/2015,"1,164.50",94.84
10/13/2015,"1,165.40",94.76
10/14/2015,"1,179.80",93.93
10/15/2015,"1,187.50",94.37
10/16/2015,"1,183.10",94.54
10/19/2015,"1,172.80",94.93
10/20/2015,"1,177.50",94.91
10/21/2015,"1,167.10",95.03
10/22/2015,"1,166.10",96.38
10/23/2015,"1,162.80",97.13
10/26/2015,"1,166.20",96.86
10/27/2015,"1,165.80",96.91
10/28/2015,"1,176.10",97.78
10/29/2015,"1,147.30",97.28
10/30/2015,"1,141.40",96.95
11/2/2015,"1,135.90",96.93
11/3/2015,"1,114.10",97.16
11/4/2015,"1,106.20",97.95
11/5/2015,"1,104.20",97.94
11/6/2015,"1,087.70",99.17
11/9/2015,"1,088.10",98.98
11/10/2015,"1,088.50",99.29
11/11/2015,"1,084.90",99.01
11/12/2015,"1,081.00",98.65
11/13/2015,"1,080.90",99
11/16/2015,"1,083.60",99.44
11/17/2015,"1,068.60",99.63
11/18/2015,"1,068.70",99.65
11/19/2015,"1,077.90",98.99
11/20/2015,"1,076.30",99.56
11/23/2015,"1,066.80",99.8
11/24/2015,"1,073.80",99.53
11/25/2015,"1,070.00",99.8
11/26/2015,"1,056.20",99.8
11/30/2015,"1,065.30",100.17
12/1/2015,"1,063.50",99.8
12/2/2015,"1,053.80",99.99
12/3/2015,"1,061.20",97.62
12/4/2015,"1,084.10",98.35
12/7/2015,"1,075.20",98.66
12/8/2015,"1,075.30",98.47
12/9/2015,"1,076.50",97.34
12/10/2015,"1,072.00",97.94
12/11/2015,"1,075.70",97.56
12/14/2015,"1,063.40",97.6
12/15/2015,"1,061.60",98.22
12/16/2015,"1,076.80",97.87
12/17/2015,"1,049.60",99.27
12/18/2015,"1,065.00",98.7
12/21/2015,"1,080.60",98.36
12/22/2015,"1,074.10",98.23
12/23/2015,"1,068.30",98.34
12/24/2015,"1,075.90",97.98
12/28/2015,"1,068.30",97.92
12/29/2015,"1,068.00",98.1
12/30/2015,"1,059.80",98.27
12/31/2015,"1,060.20",98.63
1/4/2016,"1,075.20",98.87
1/5/2016,"1,078.40",99.4
1/6/2016,"1,091.90",99.18
1/7/2016,"1,107.80",98.22
1/8/2016,"1,097.90",98.54
1/11/2016,"1,096.20",98.72
1/12/2016,"1,085.20",98.97
1/13/2016,"1,087.10",98.93
1/14/2016,"1,073.60",99.09
1/15/2016,"1,090.70",98.96
1/18/2016,"1,089.10",98.96
1/20/2016,"1,106.20",99.09
1/21/2016,"1,098.20",99.06
1/22/2016,"1,096.30",99.57
1/25/2016,"1,105.30",99.36
1/26/2016,"1,120.20",99.36
1/27/2016,"1,115.80",98.9
1/28/2016,"1,116.10",98.51
1/29/2016,"1,116.40",99.61
2/1/2016,"1,128.00",99.01
2/2/2016,"1,127.20",98.87
2/3/2016,"1,141.30",97.29
2/4/2016,"1,157.50",96.47
2/5/2016,"1,157.70",97.03
2/8/2016,"1,197.90",96.57
2/9/2016,"1,198.60",96.07
2/10/2016,"1,194.60",95.89
2/11/2016,"1,247.80",95.56
2/12/2016,"1,239.40",95.94
2/15/2016,"1,208.20",95.98
2/17/2016,"1,211.40",96.79
2/18/2016,"1,226.30",96.95
2/19/2016,"1,230.80",96.6
2/22/2016,"1,210.10",97.38
2/23/2016,"1,222.60",97.48
2/24/2016,"1,239.10",97.46
2/25/2016,"1,238.80",97.29
2/26/2016,"1,220.40",98.15
2/29/2016,"1,234.40",98.21
3/1/2016,"1,230.80",98.35
3/2/2016,"1,241.80",98.21
3/3/2016,"1,258.20",97.59
3/4/2016,"1,270.70",97.34
3/7/2016,"1,264.00",97.07
3/8/2016,"1,262.90",97.21
3/9/2016,"1,257.40",97.17
3/10/2016,"1,272.80",96.07
3/11/2016,"1,259.40",96.17
3/14/2016,"1,245.10",96.62
3/15/2016,"1,231.00",96.63
3/16/2016,"1,229.80",95.89
3/17/2016,"1,265.00",94.76
3/18/2016,"1,254.30",95.09
3/21/2016,"1,244.20",95.29
3/22/2016,"1,248.60",95.65
3/23/2016,"1,224.00",96.05
3/24/2016,"1,221.60",96.14
3/28/2016,"1,220.10",95.94
3/29/2016,"1,235.80",95.16
3/30/2016,"1,228.60",94.84
3/31/2016,"1,235.60",94.59
4/1/2016,"1,223.50",94.62
4/4/2016,"1,219.30",94.51
4/5/2016,"1,229.60",94.63
4/6/2016,"1,223.80",94.43
4/7/2016,"1,237.50",94.48
4/8/2016,"1,243.80",94.23
4/11/2016,"1,258.00",93.95
4/12/2016,"1,260.90",93.96
4/13/2016,"1,248.30",94.74
4/14/2016,"1,226.50",94.9
4/15/2016,"1,234.60",94.7
4/18/2016,"1,235.00",94.49
4/19/2016,"1,254.30",93.98
4/20/2016,"1,254.40",94.49
4/21/2016,"1,250.30",94.6
4/22/2016,"1,230.00",95.12
4/25/2016,"1,240.20",94.84
4/26/2016,"1,243.40",94.57
4/27/2016,"1,250.40",94.39
4/28/2016,"1,266.40",93.76
4/29/2016,"1,290.50",93.08
5/2/2016,"1,295.80",92.63
5/3/2016,"1,291.80",92.94
5/4/2016,"1,274.40",93.18
5/5/2016,"1,272.30",93.78
5/6/2016,"1,294.00",93.89
5/9/2016,"1,266.60",94.13
5/10/2016,"1,264.80",94.29
5/11/2016,"1,275.50",93.82
5/12/2016,"1,271.20",94.15
5/13/2016,"1,272.70",94.61
5/16/2016,"1,274.20",94.57
5/17/2016,"1,276.90",94.55
5/18/2016,"1,274.40",95.08
5/19/2016,"1,254.80",95.29
5/20/2016,"1,252.90",95.33
5/23/2016,"1,251.50",95.23
5/24/2016,"1,229.20",95.57
5/25/2016,"1,223.80",95.35
5/26/2016,"1,220.40",95.17
5/27/2016,"1,216.70",95.52
5/30/2016,"1,217.50",95.52
6/1/2016,"1,214.70",95.45
6/2/2016,"1,212.60",95.56
6/3/2016,"1,242.90",94.03
6/6/2016,"1,247.40",93.9
6/7/2016,"1,247.00",93.83
6/8/2016,"1,262.30",93.59
6/9/2016,"1,272.70",93.95
6/10/2016,"1,275.90",94.57
6/13/2016,"1,286.90",94.36
6/14/2016,"1,288.10",94.93
6/15/2016,"1,288.30",94.61
6/16/2016,"1,298.40",94.57
6/17/2016,"1,294.80",94.21
6/20/2016,"1,292.10",93.61
6/21/2016,"1,272.50",94.02
6/22/2016,"1,270.00",93.72
6/23/2016,"1,263.10",93.53
6/24/2016,"1,322.40",95.45
6/27/2016,"1,324.70",96.54
6/28/2016,"1,317.90",96.25
6/29/2016,"1,326.90",95.77
6/30/2016,"1,320.60",96.14
7/1/2016,"1,339.00",95.65
7/4/2016,"1,358.70",95.65
7/6/2016,"1,367.10",96.05
7/7/2016,"1,362.10",96.33
7/8/2016,"1,358.40",96.3
7/11/2016,"1,356.60",96.57
7/12/2016,"1,335.30",96.44
7/13/2016,"1,343.60",96.22
7/14/2016,"1,332.20",96.08
7/15/2016,"1,327.40",96.58
7/18/2016,"1,329.30",96.56
7/19/2016,"1,332.30",97.06
7/20/2016,"1,319.30",97.2
7/21/2016,"1,331.00",97
7/22/2016,"1,323.40",97.47
7/25/2016,"1,319.50",97.29
7/26/2016,"1,320.80",97.16
7/27/2016,"1,326.70",97.05
7/28/2016,"1,341.20",96.74
7/29/2016,"1,357.50",95.53
8/1/2016,"1,359.60",95.71
8/2/2016,"1,372.60",95.06
8/3/2016,"1,364.70",95.56
8/4/2016,"1,367.40",95.76
8/5/2016,"1,344.40",96.19
8/8/2016,"1,341.30",96.4
8/9/2016,"1,346.70",96.18
8/10/2016,"1,351.90",95.65
8/11/2016,"1,350.00",95.86
8/12/2016,"1,343.20",95.72
8/15/2016,"1,347.50",95.63
8/16/2016,"1,356.90",94.79
8/17/2016,"1,348.80",94.72
8/18/2016,"1,357.20",94.16
8/19/2016,"1,346.20",94.51
8/22/2016,"1,343.40",94.52
8/23/2016,"1,346.10",94.54
8/24/2016,"1,329.70",94.79
8/25/2016,"1,324.60",94.77
8/26/2016,"1,325.90",95.57
8/29/2016,"1,327.10",95.58
8/30/2016,"1,316.50",96.05
8/31/2016,"1,311.40",96.02
9/1/2016,"1,317.10",95.65
9/2/2016,"1,326.70",95.84
9/5/2016,"1,354.00",95.84
9/7/2016,"1,349.20",94.96
9/8/2016,"1,341.60",95.03
9/9/2016,"1,334.50",95.34
9/12/2016,"1,325.60",95.09
9/13/2016,"1,323.70",95.63
9/14/2016,"1,326.10",95.33
9/15/2016,"1,318.00",95.29
9/16/2016,"1,310.20",96.11
9/19/2016,"1,317.80",95.84
9/20/2016,"1,318.20",96.02
9/21/2016,"1,331.40",95.66
9/22/2016,"1,344.70",95.45
9/23/2016,"1,341.70",95.48
9/26/2016,"1,344.10",95.3
9/27/2016,"1,330.40",95.44
9/28/2016,"1,323.70",95.43
9/29/2016,"1,326.00",95.53
9/30/2016,"1,317.10",95.46
10/3/2016,"1,312.70",95.69
10/4/2016,"1,269.70",96.17
10/5/2016,"1,268.60",96.12
10/6/2016,"1,253.00",96.77
10/7/2016,"1,251.90",96.63
10/10/2016,"1,260.40",96.93
10/11/2016,"1,255.90",97.69
10/12/2016,"1,253.80",97.97
10/13/2016,"1,257.60",97.52
10/14/2016,"1,255.50",98.02
10/17/2016,"1,256.60",97.89
10/18/2016,"1,262.90",97.89
10/19/2016,"1,269.90",97.92
10/20/2016,"1,267.50",98.31
10/21/2016,"1,267.70",98.69
10/24/2016,"1,263.70",98.76
10/25/2016,"1,273.60",98.72
10/26/2016,"1,266.60",98.63
10/27/2016,"1,269.50",98.89
10/28/2016,"1,276.80",98.35
10/31/2016,"1,273.10",98.44
11/1/2016,"1,288.00",97.7
11/2/2016,"1,308.20",97.4
11/3/2016,"1,303.30",97.16
11/4/2016,"1,304.50",97.06
11/7/2016,"1,279.40",97.78
11/8/2016,"1,274.50",97.86
11/9/2016,"1,273.50",98.5
11/10/2016,"1,266.40",98.78
11/11/2016,"1,224.30",99.06
11/14/2016,"1,221.70",100.11
11/15/2016,"1,224.50",100.23
11/16/2016,"1,223.90",100.41
11/17/2016,"1,216.90",100.89
11/18/2016,"1,208.70",101.21
11/21/2016,"1,209.80",101.05
11/22/2016,"1,211.20",101.04
11/23/2016,"1,189.30",101.7
11/24/2016,"1,178.40",101.7
11/28/2016,"1,190.80",101.33
11/29/2016,"1,190.80",100.93
11/30/2016,"1,173.90",101.5
12/1/2016,"1,169.40",101.04
12/2/2016,"1,177.80",100.77
12/5/2016,"1,176.50",100.09
12/6/2016,"1,170.10",100.49
12/7/2016,"1,177.50",100.23
12/8/2016,"1,172.40",101.1
12/9/2016,"1,161.90",101.59
12/12/2016,"1,165.80",101.03
12/13/2016,"1,159.00",101.07
12/14/2016,"1,163.70",101.76
12/15/2016,"1,129.80",103.02
12/16/2016,"1,137.40",102.95
12/19/2016,"1,142.70",103.14
12/20/2016,"1,133.60",103.29
12/21/2016,"1,133.20",103.02
12/22/2016,"1,130.70",103.09
12/23/2016,"1,133.60",103.01
12/27/2016,"1,138.80",103.02
12/28/2016,"1,140.90",103.3
12/29/2016,"1,158.10",102.68
12/30/2016,"1,151.70",102.21
1/3/2017,"1,162.00",103.21
1/4/2017,"1,165.30",102.7
1/5/2017,"1,181.30",101.52
1/6/2017,"1,173.40",102.22
1/9/2017,"1,184.90",101.93
1/10/2017,"1,185.50",102.01
1/11/2017,"1,196.60",101.78
1/12/2017,"1,199.80",101.35
1/13/2017,"1,196.20",101.18
1/16/2017,"1,212.90",101.18
1/18/2017,"1,212.10",100.93
1/19/2017,"1,201.50",101.15
1/20/2017,"1,204.90",100.74
1/23/2017,"1,215.60",100.16
1/24/2017,"1,210.80",100.35
1/25/2017,"1,197.80",100.03
1/26/2017,"1,189.80",100.38
1/27/2017,"1,188.40",100.53
1/30/2017,"1,196.00",100.43
1/31/2017,"1,211.40",99.51
2/1/2017,"1,208.30",99.64
2/2/2017,"1,219.40",99.79
2/3/2017,"1,220.80",99.87
2/6/2017,"1,232.10",99.91
2/7/2017,"1,236.10",100.26
2/8/2017,"1,239.50",100.28
2/9/2017,"1,236.80",100.65
2/10/2017,"1,235.90",100.8
2/13/2017,"1,225.80",100.96
2/14/2017,"1,225.40",101.25
2/15/2017,"1,233.10",101.18
2/16/2017,"1,241.60",100.44
2/17/2017,"1,239.10",100.95
2/20/2017,"1,238.90",100.95
2/22/2017,"1,233.30",101.22
2/23/2017,"1,251.40",101.05
2/24/2017,"1,258.30",101.09
2/27/2017,"1,258.80",101.13
2/28/2017,"1,253.90",101.12
3/1/2017,"1,250.00",101.78
3/2/2017,"1,232.90",102.2
3/3/2017,"1,226.50",101.54
3/6/2017,"1,225.50",101.64
3/7/2017,"1,216.10",101.81
3/8/2017,"1,209.40",102.07
3/9/2017,"1,203.20",101.85
3/10/2017,"1,201.40",101.25
3/13/2017,"1,203.10",101.31
3/14/2017,"1,202.60",101.7
3/15/2017,"1,200.70",100.74
3/16/2017,"1,227.10",100.36
3/17/2017,"1,230.20",100.3
3/20/2017,"1,234.00",100.41
3/21/2017,"1,246.50",99.81
3/22/2017,"1,249.70",99.68
3/23/2017,"1,247.20",99.76
3/24/2017,"1,248.50",99.63
3/27/2017,"1,255.70",99.17
3/28/2017,"1,255.60",99.71
3/29/2017,"1,253.70",100
3/30/2017,"1,248.00",100.41
3/31/2017,"1,251.20",100.35
4/3/2017,"1,254.00",100.54
4/4/2017,"1,258.40",100.54
4/5/2017,"1,248.50",100.56
4/6/2017,"1,253.30",100.67
4/7/2017,"1,257.30",101.18
4/10/2017,"1,253.90",101.02
4/11/2017,"1,274.20",100.71
4/12/2017,"1,278.10",100.78
4/13/2017,"1,288.50",100.56
4/17/2017,"1,291.90",100.29
4/18/2017,"1,294.10",99.5
4/19/2017,"1,283.40",99.74
4/20/2017,"1,283.80",99.78
4/21/2017,"1,289.10",99.98
4/24/2017,"1,277.50",99.09
4/25/2017,"1,270.60",98.78
4/26/2017,"1,267.60",99.05
4/27/2017,"1,269.30",99.08
4/28/2017,"1,271.70",99.05
5/1/2017,"1,258.90",99.08
5/2/2017,"1,260.50",98.98
5/3/2017,"1,252.00",99.21
5/4/2017,"1,232.00",98.8
5/5/2017,"1,230.40",98.65
5/8/2017,"1,230.60",99.06
5/9/2017,"1,219.60",99.66
5/10/2017,"1,222.40",99.67
5/11/2017,"1,227.70",99.62
5/12/2017,"1,231.10",99.25
5/15/2017,"1,233.40",98.91
5/16/2017,"1,239.70",98.11
5/17/2017,"1,262.00",97.58
5/18/2017,"1,256.10",97.88
5/19/2017,"1,256.80",97.14
5/22/2017,"1,264.80",96.98
5/23/2017,"1,258.90",97.35
5/24/2017,"1,256.50",97.24
5/25/2017,"1,259.80",97.25
5/26/2017,"1,271.40",97.44
5/29/2017,"1,265.70",97.44
5/30/2017,"1,269.30",97.28
5/31/2017,"1,279.00",96.92
6/1/2017,"1,273.60",97.2
6/2/2017,"1,283.80",96.72
6/5/2017,"1,286.30",96.8
6/6/2017,"1,301.10",96.64
6/7/2017,"1,293.20",96.75
6/8/2017,"1,279.50",96.92
6/9/2017,"1,271.40",97.27
6/12/2017,"1,268.90",97.14
6/13/2017,"1,268.60",96.97
6/14/2017,"1,275.90",96.94
6/15/2017,"1,254.60",97.43
6/16/2017,"1,256.50",97.16
